mrna_id	n_lncRNAs	GeneID	Symbol	description	type_of_gene	match_type
LOC111101532	1	111101532	LOC111101532	N-acetyl-D-glucosamine kinase-like	protein-coding	Symbol
LOC111101549	1	NA	NA	NA	NA	NA
LOC111101550	1	111101550	LOC111101550	uncharacterized LOC111101550	protein-coding	Symbol
LOC111101743	1	111101743	LOC111101743	FGGY carbohydrate kinase domain-containing protein-like	protein-coding	Symbol
LOC111101884	1	111101884	LOC111101884	general transcription and DNA repair factor IIH helicase/translocase subunit XPB-like	protein-coding	Symbol
LOC111101889	1	111101889	LOC111101889	protein O-GlcNAcase-like	protein-coding	Symbol
LOC111101918	1	NA	NA	NA	NA	NA
LOC111101996	1	NA	NA	NA	NA	NA
LOC111102113	1	111102113	LOC111102113	uncharacterized LOC111102113	protein-coding	Symbol
LOC111102138	1	111102138	LOC111102138	uncharacterized LOC111102138	protein-coding	Symbol
LOC111102249	1	111102249	LOC111102249	uncharacterized LOC111102249	protein-coding	Symbol
LOC111102251	1	111102251	LOC111102251	charged multivesicular body protein 3-like	protein-coding	Symbol
LOC111102258	1	111102258	LOC111102258	uncharacterized LOC111102258	protein-coding	Symbol
LOC111102306	1	NA	NA	NA	NA	NA
LOC111102426	1	111102426	LOC111102426	CUGBP Elav-like family member 1	protein-coding	Symbol
LOC111102465	1	111102465	LOC111102465	sulfotransferase 1C2-like	protein-coding	Symbol
LOC111102475	1	111102475	LOC111102475	negative elongation factor D-like	protein-coding	Symbol
LOC111102480	1	111102480	LOC111102480	uncharacterized LOC111102480	protein-coding	Symbol
LOC111102556	1	111102556	LOC111102556	uncharacterized LOC111102556	protein-coding	Symbol
LOC111102578	1	NA	NA	NA	NA	NA
LOC111102675	1	NA	NA	NA	NA	NA
LOC111102678	1	111102678	LOC111102678	dual specificity protein kinase TTK-like	protein-coding	Symbol
LOC111102713	1	111102713	LOC111102713	xaa-Arg dipeptidase-like	protein-coding	Symbol
LOC111102743	1	NA	NA	NA	NA	NA
LOC111102827	1	111102827	LOC111102827	uncharacterized LOC111102827	protein-coding	Symbol
LOC111102874	1	111102874	LOC111102874	telomere length regulation protein TEL2 homolog	protein-coding	Symbol
LOC111102970	1	NA	NA	NA	NA	NA
LOC111103021	1	111103021	LOC111103021	phenylalanine-4-hydroxylase-like	protein-coding	Symbol
LOC111103225	1	111103225	LOC111103225	uncharacterized LOC111103225	protein-coding	Symbol
LOC111103356	1	111103356	LOC111103356	phospholipase D1-like	protein-coding	Symbol
LOC111103366	1	NA	NA	NA	NA	NA
LOC111103375	1	111103375	LOC111103375	sperm-associated antigen 17-like	protein-coding	Symbol
LOC111103378	1	111103378	LOC111103378	uncharacterized LOC111103378	protein-coding	Symbol
LOC111103389	1	111103389	LOC111103389	zinc finger protein aebp2-like	protein-coding	Symbol
LOC111103394	1	111103394	LOC111103394	dynein axonemal heavy chain 5-like	protein-coding	Symbol
LOC111103427	1	111103427	LOC111103427	baculoviral IAP repeat-containing protein 8-like	protein-coding	Symbol
LOC111103534	1	111103534	LOC111103534	ferredoxin-fold anticodon-binding domain-containing protein 1-like	protein-coding	Symbol
LOC111103564	1	111103564	LOC111103564	ataxin-7-like protein 3	protein-coding	Symbol
LOC111103625	1	111103625	LOC111103625	transmembrane protein 39A-like	protein-coding	Symbol
LOC111103680	1	111103680	LOC111103680	uncharacterized LOC111103680	protein-coding	Symbol
LOC111103707	1	111103707	LOC111103707	tubulin--tyrosine ligase-like protein 12	protein-coding	Symbol
LOC111103765	1	111103765	LOC111103765	BAG family molecular chaperone regulator 3-like	protein-coding	Symbol
LOC111103778	1	NA	NA	NA	NA	NA
LOC111103816	1	111103816	LOC111103816	uncharacterized LOC111103816	protein-coding	Symbol
LOC111103820	1	111103820	LOC111103820	intraflagellar transport protein 88 homolog	protein-coding	Symbol
LOC111103891	1	111103891	LOC111103891	5'-nucleotidase domain-containing protein 1-like	protein-coding	Symbol
LOC111103912	1	111103912	LOC111103912	circularly permutated Ras protein 1-like	protein-coding	Symbol
LOC111103922	1	NA	NA	NA	NA	NA
LOC111103960	1	111103960	LOC111103960	uncharacterized LOC111103960	protein-coding	Symbol
LOC111103976	1	111103976	LOC111103976	uncharacterized LOC111103976	protein-coding	Symbol
LOC111104044	1	NA	NA	NA	NA	NA
LOC111104118	1	111104118	LOC111104118	low density lipoprotein receptor adapter protein 1-A-like	protein-coding	Symbol
LOC111104143	1	111104143	LOC111104143	ciliary microtubule associated protein 1B-like	protein-coding	Symbol
LOC111104247	1	111104247	LOC111104247	succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial-like	protein-coding	Symbol
LOC111104435	1	111104435	LOC111104435	transmembrane protein 216-like	protein-coding	Symbol
LOC111104595	1	111104595	LOC111104595	uncharacterized LOC111104595	protein-coding	Symbol
LOC111104633	1	111104633	LOC111104633	alkyldihydroxyacetonephosphate synthase, peroxisomal-like	protein-coding	Symbol
LOC111104670	1	111104670	LOC111104670	bis(5'-adenosyl)-triphosphatase ENPP4-like	protein-coding	Symbol
LOC111104784	1	111104784	LOC111104784	beta-parvin-like	protein-coding	Symbol
LOC111104878	1	111104878	LOC111104878	uncharacterized LOC111104878	pseudo	Symbol
LOC111105066	1	111105066	LOC111105066	RNA cytidine acetyltransferase-like	protein-coding	Symbol
LOC111105158	1	111105158	LOC111105158	uncharacterized LOC111105158	protein-coding	Symbol
LOC111105250	1	111105250	LOC111105250	quinone oxidoreductase-like protein 1	protein-coding	Symbol
LOC111105251	1	111105251	LOC111105251	protein jagunal homolog 1-like	protein-coding	Symbol
LOC111105437	1	111105437	LOC111105437	uncharacterized protein C6orf118-like	protein-coding	Symbol
LOC111105509	1	111105509	LOC111105509	runt-related transcription factor 1-like	protein-coding	Symbol
LOC111105515	1	NA	NA	NA	NA	NA
LOC111105544	1	111105544	LOC111105544	mitochondrial carrier homolog 2-like	protein-coding	Symbol
LOC111105686	1	111105686	LOC111105686	putative helicase MOV-10	protein-coding	Symbol
LOC111105753	1	111105753	LOC111105753	transient receptor potential cation channel subfamily M member 3-like	protein-coding	Symbol
LOC111105762	1	111105762	LOC111105762	traB domain-containing protein-like	protein-coding	Symbol
LOC111105839	1	111105839	LOC111105839	universal stress protein in QAH/OAS sulfhydrylase 3'region-like	protein-coding	Symbol
LOC111105847	1	111105847	LOC111105847	carbohydrate sulfotransferase 11-like	protein-coding	Symbol
LOC111105904	1	111105904	LOC111105904	tubulin tyrosine ligase 3-like	protein-coding	Symbol
LOC111105909	1	111105909	LOC111105909	vezatin-like	protein-coding	Symbol
LOC111106031	1	111106031	LOC111106031	uncharacterized LOC111106031	protein-coding	Symbol
LOC111106055	1	111106055	LOC111106055	uncharacterized LOC111106055	protein-coding	Symbol
LOC111106119	1	111106119	LOC111106119	inositol 1,4,5-trisphosphate-gated calcium channel ITPR1-like	protein-coding	Symbol
LOC111106355	1	111106355	LOC111106355	tyramine beta-hydroxylase-like	protein-coding	Symbol
LOC111106479	1	NA	NA	NA	NA	NA
LOC111106521	1	NA	NA	NA	NA	NA
LOC111106770	1	111106770	LOC111106770	kelch-like protein 41	protein-coding	Symbol
LOC111107046	1	111107046	LOC111107046	N-lysine methyltransferase KMT5A-A-like	protein-coding	Symbol
LOC111107113	1	111107113	LOC111107113	dual specificity tyrosine-phosphorylation-regulated kinase 2-like	protein-coding	Symbol
LOC111107124	1	NA	NA	NA	NA	NA
LOC111107174	1	111107174	LOC111107174	rabenosyn-5-like	protein-coding	Symbol
LOC111107188	1	NA	NA	NA	NA	NA
LOC111107204	1	NA	NA	NA	NA	NA
LOC111107212	1	NA	NA	NA	NA	NA
LOC111107260	1	111107260	LOC111107260	heat shock 70 kDa protein 12B-like	protein-coding	Symbol
LOC111107279	1	111107279	LOC111107279	uncharacterized LOC111107279	protein-coding	Symbol
LOC111107324	1	111107324	LOC111107324	uncharacterized LOC111107324	protein-coding	Symbol
LOC111107430	1	111107430	LOC111107430	solute carrier organic anion transporter family member 5A1-like	protein-coding	Symbol
LOC111107518	1	111107518	LOC111107518	calcium-dependent secretion activator 1-like	protein-coding	Symbol
LOC111107565	1	111107565	LOC111107565	host cell factor 1-like	protein-coding	Symbol
LOC111107609	1	111107609	LOC111107609	universal stress protein in QAH/OAS sulfhydrylase 3'region-like	protein-coding	Symbol
LOC111107855	1	111107855	LOC111107855	EGF domain-specific O-linked N-acetylglucosamine transferase-like	protein-coding	Symbol
LOC111107987	1	NA	NA	NA	NA	NA
LOC111108022	1	NA	NA	NA	NA	NA
LOC111108057	1	111108057	LOC111108057	structural maintenance of chromosomes protein 1A-like	protein-coding	Symbol
LOC111108061	1	NA	NA	NA	NA	NA
LOC111108089	1	111108089	LOC111108089	F-box and leucine-rich repeat protein 13-like	protein-coding	Symbol
LOC111108151	1	111108151	LOC111108151	meiosis-specific protein MEI4-like	protein-coding	Symbol
LOC111108179	1	111108179	LOC111108179	voltage-dependent calcium channel subunit alpha-2/delta-2-like	protein-coding	Symbol
LOC111108274	1	111108274	LOC111108274	ETS domain-containing protein Elk-4-like	protein-coding	Symbol
LOC111108322	1	111108322	LOC111108322	beta-1,3-galactosyltransferase 1-like	protein-coding	Symbol
LOC111108355	1	111108355	LOC111108355	uncharacterized LOC111108355	protein-coding	Symbol
LOC111108410	1	NA	NA	NA	NA	NA
LOC111108475	1	111108475	LOC111108475	uncharacterized LOC111108475	protein-coding	Symbol
LOC111108503	1	111108503	LOC111108503	uncharacterized LOC111108503	protein-coding	Symbol
LOC111108519	1	111108519	LOC111108519	TBC1 domain family member 22B-like	protein-coding	Symbol
LOC111108699	1	111108699	LOC111108699	U3 small nucleolar ribonucleoprotein IMP4-like	protein-coding	Symbol
LOC111108755	1	NA	NA	NA	NA	NA
LOC111108835	1	111108835	LOC111108835	glutaminase kidney isoform, mitochondrial-like	protein-coding	Symbol
LOC111108971	1	NA	NA	NA	NA	NA
LOC111109132	1	111109132	LOC111109132	uncharacterized LOC111109132	protein-coding	Symbol
LOC111109188	1	111109188	LOC111109188	uncharacterized LOC111109188	protein-coding	Symbol
LOC111109428	1	111109428	LOC111109428	uncharacterized LOC111109428	protein-coding	Symbol
LOC111109471	1	NA	NA	NA	NA	NA
LOC111109483	1	NA	NA	NA	NA	NA
LOC111109552	1	111109552	LOC111109552	transmembrane protein 187-like	protein-coding	Symbol
LOC111109740	1	111109740	LOC111109740	protein CFAP20DC-like	protein-coding	Symbol
LOC111109748	1	111109748	LOC111109748	calcium-independent phospholipase A2-gamma-like	protein-coding	Symbol
LOC111109831	1	111109831	LOC111109831	hepatocyte growth factor receptor-like	protein-coding	Symbol
LOC111109836	1	111109836	LOC111109836	uncharacterized LOC111109836	protein-coding	Symbol
LOC111109946	1	111109946	LOC111109946	uncharacterized LOC111109946	protein-coding	Symbol
LOC111109952	1	111109952	LOC111109952	uncharacterized LOC111109952	protein-coding	Symbol
LOC111109989	1	111109989	LOC111109989	ER membrane protein complex subunit 10-like	protein-coding	Symbol
LOC111110053	1	111110053	LOC111110053	twinfilin-1-like	protein-coding	Symbol
LOC111110083	1	NA	NA	NA	NA	NA
LOC111110195	1	111110195	LOC111110195	glutamine--tRNA ligase-like	protein-coding	Symbol
LOC111110258	1	111110258	LOC111110258	uncharacterized LOC111110258	protein-coding	Symbol
LOC111110314	1	NA	NA	NA	NA	NA
LOC111110330	1	NA	NA	NA	NA	NA
LOC111110454	1	111110454	LOC111110454	pyridoxal 5'-phosphate synthase subunit PdxS-like	protein-coding	Symbol
LOC111110494	1	111110494	LOC111110494	conserved oligomeric Golgi complex subunit 5-like	protein-coding	Symbol
LOC111110590	1	111110590	LOC111110590	solute carrier family 35 member E3-like	protein-coding	Symbol
LOC111110750	1	111110750	LOC111110750	WD repeat-containing protein 75-like	protein-coding	Symbol
LOC111110789	1	111110789	LOC111110789	glutathione S-transferase P 2-like	protein-coding	Symbol
LOC111110824	1	111110824	LOC111110824	uncharacterized LOC111110824	protein-coding	Symbol
LOC111110826	1	111110826	LOC111110826	uncharacterized LOC111110826	protein-coding	Symbol
LOC111110920	1	111110920	LOC111110920	enkurin-like	protein-coding	Symbol
LOC111110954	1	111110954	LOC111110954	uncharacterized LOC111110954	protein-coding	Symbol
LOC111110957	1	111110957	LOC111110957	uncharacterized LOC111110957	protein-coding	Symbol
LOC111111118	1	NA	NA	NA	NA	NA
LOC111111216	1	111111216	LOC111111216	hypoxanthine-guanine phosphoribosyltransferase-like	protein-coding	Symbol
LOC111111295	1	NA	NA	NA	NA	NA
LOC111111322	1	111111322	LOC111111322	gem-associated protein 2-like	protein-coding	Symbol
LOC111111378	1	111111378	LOC111111378	aladin-like	protein-coding	Symbol
LOC111111461	1	111111461	LOC111111461	uncharacterized LOC111111461	protein-coding	Symbol
LOC111111554	1	111111554	LOC111111554	uncharacterized LOC111111554	protein-coding	Symbol
LOC111111557	1	111111557	LOC111111557	uncharacterized LOC111111557	protein-coding	Symbol
LOC111111613	1	111111613	LOC111111613	neural cell adhesion molecule 2-like	protein-coding	Symbol
LOC111111615	1	111111615	LOC111111615	uncharacterized LOC111111615	protein-coding	Symbol
LOC111111872	1	NA	NA	NA	NA	NA
LOC111111945	1	111111945	LOC111111945	receptor-type tyrosine-protein phosphatase T-like	protein-coding	Symbol
LOC111112129	1	111112129	LOC111112129	uncharacterized LOC111112129	protein-coding	Symbol
LOC111112179	1	111112179	LOC111112179	uncharacterized LOC111112179	protein-coding	Symbol
LOC111112206	1	111112206	LOC111112206	uncharacterized LOC111112206	protein-coding	Symbol
LOC111112232	1	111112232	LOC111112232	uncharacterized LOC111112232	ncRNA	Symbol
LOC111112301	1	111112301	LOC111112301	uncharacterized LOC111112301	protein-coding	Symbol
LOC111112303	1	NA	NA	NA	NA	NA
LOC111112418	1	111112418	LOC111112418	calaxin-like	protein-coding	Symbol
LOC111112613	1	111112613	LOC111112613	tetratricopeptide repeat protein 21B-like	protein-coding	Symbol
LOC111112623	1	111112623	LOC111112623	calaxin-like	protein-coding	Symbol
LOC111112682	1	NA	NA	NA	NA	NA
LOC111112703	1	111112703	LOC111112703	sorting nexin-13-like	protein-coding	Symbol
LOC111112770	1	111112770	LOC111112770	uncharacterized LOC111112770	protein-coding	Symbol
LOC111112779	1	111112779	LOC111112779	uncharacterized LOC111112779	protein-coding	Symbol
LOC111112791	1	111112791	LOC111112791	protein white-like	protein-coding	Symbol
LOC111112794	1	111112794	LOC111112794	polypeptide N-acetylgalactosaminyltransferase 5-like	protein-coding	Symbol
LOC111112839	1	111112839	LOC111112839	uncharacterized LOC111112839	protein-coding	Symbol
LOC111113080	1	111113080	LOC111113080	uncharacterized LOC111113080	protein-coding	Symbol
LOC111113090	1	111113090	LOC111113090	GATOR2 complex protein MIOS-like	protein-coding	Symbol
LOC111113091	1	111113091	LOC111113091	uncharacterized LOC111113091	protein-coding	Symbol
LOC111113092	1	111113092	LOC111113092	coiled-coil domain-containing protein 89-like	protein-coding	Symbol
LOC111113173	1	111113173	LOC111113173	phosphatidylinositol 4-phosphate 5-kinase type-1 alpha-like	protein-coding	Symbol
LOC111113177	1	NA	NA	NA	NA	NA
LOC111113186	1	111113186	LOC111113186	uncharacterized LOC111113186	protein-coding	Symbol
LOC111113195	1	111113195	LOC111113195	uncharacterized LOC111113195	pseudo	Symbol
LOC111113196	1	111113196	LOC111113196	uncharacterized LOC111113196	protein-coding	Symbol
LOC111113203	1	111113203	LOC111113203	G patch domain-containing protein 4-like	protein-coding	Symbol
LOC111113262	1	NA	NA	NA	NA	NA
LOC111113298	1	111113298	LOC111113298	uncharacterized LOC111113298	protein-coding	Symbol
LOC111113370	1	111113370	LOC111113370	retinol dehydrogenase 7-like	protein-coding	Symbol
LOC111113386	1	111113386	LOC111113386	putative N-acetylgalactosaminyltransferase 9	protein-coding	Symbol
LOC111113399	1	NA	NA	NA	NA	NA
LOC111113426	1	111113426	LOC111113426	elongator complex protein 2-like	protein-coding	Symbol
LOC111113434	1	NA	NA	NA	NA	NA
LOC111113469	1	NA	NA	NA	NA	NA
LOC111113635	1	NA	NA	NA	NA	NA
LOC111113887	1	111113887	LOC111113887	neo-calmodulin-like	protein-coding	Symbol
LOC111114232	1	111114232	LOC111114232	uncharacterized LOC111114232	protein-coding	Symbol
LOC111114474	1	111114474	LOC111114474	D-3-phosphoglycerate dehydrogenase-like	protein-coding	Symbol
LOC111114547	1	111114547	LOC111114547	polypeptide N-acetylgalactosaminyltransferase 11-like	protein-coding	Symbol
LOC111114554	1	111114554	LOC111114554	zinc finger CCCH domain-containing protein 10-like	protein-coding	Symbol
LOC111114854	1	111114854	LOC111114854	beta-1,3-galactosyltransferase 5-like	protein-coding	Symbol
LOC111114893	1	NA	NA	NA	NA	NA
LOC111115068	1	111115068	LOC111115068	CD82 antigen-like	protein-coding	Symbol
LOC111115135	1	111115135	LOC111115135	uncharacterized LOC111115135	protein-coding	Symbol
LOC111115230	1	111115230	LOC111115230	cation-dependent mannose-6-phosphate receptor-like	protein-coding	Symbol
LOC111115278	1	NA	NA	NA	NA	NA
LOC111115357	1	NA	NA	NA	NA	NA
LOC111115365	1	111115365	LOC111115365	male-specific lethal 1 homolog	protein-coding	Symbol
LOC111115416	1	111115416	LOC111115416	MOB-like protein phocein	protein-coding	Symbol
LOC111115446	1	NA	NA	NA	NA	NA
LOC111115487	1	111115487	LOC111115487	serine/threonine-protein kinase 16-like	protein-coding	Symbol
LOC111115506	1	111115506	LOC111115506	uncharacterized LOC111115506	protein-coding	Symbol
LOC111115535	1	NA	NA	NA	NA	NA
LOC111115551	1	NA	NA	NA	NA	NA
LOC111115637	1	111115637	LOC111115637	uncharacterized LOC111115637	protein-coding	Symbol
LOC111115707	1	111115707	LOC111115707	putative sodium-coupled neutral amino acid transporter 11	protein-coding	Symbol
LOC111115715	1	111115715	LOC111115715	cilia- and flagella-associated protein 221-like	protein-coding	Symbol
LOC111115773	1	NA	NA	NA	NA	NA
LOC111115824	1	111115824	LOC111115824	uncharacterized LOC111115824	protein-coding	Symbol
LOC111115871	1	111115871	LOC111115871	uncharacterized LOC111115871	protein-coding	Symbol
LOC111115908	1	111115908	LOC111115908	putative proline iminopeptidase	protein-coding	Symbol
LOC111115975	1	111115975	LOC111115975	protein disulfide-isomerase A6-like	protein-coding	Symbol
LOC111116137	1	111116137	LOC111116137	WD repeat-containing protein 74-like	protein-coding	Symbol
LOC111116321	1	111116321	LOC111116321	uncharacterized LOC111116321	pseudo	Symbol
LOC111116351	1	NA	NA	NA	NA	NA
LOC111116366	1	111116366	LOC111116366	histone-lysine N-methyltransferase Set8-like	protein-coding	Symbol
LOC111116394	1	NA	NA	NA	NA	NA
LOC111116441	1	111116441	LOC111116441	uncharacterized LOC111116441	protein-coding	Symbol
LOC111116469	1	111116469	LOC111116469	carboxypeptidase A1-like	pseudo	Symbol
LOC111116485	1	111116485	LOC111116485	uncharacterized LOC111116485	ncRNA	Symbol
LOC111116787	1	111116787	LOC111116787	uncharacterized LOC111116787	protein-coding	Symbol
LOC111116914	1	NA	NA	NA	NA	NA
LOC111117065	1	111117065	LOC111117065	uncharacterized LOC111117065	protein-coding	Symbol
LOC111117073	1	NA	NA	NA	NA	NA
LOC111117074	1	111117074	LOC111117074	uncharacterized LOC111117074	protein-coding	Symbol
LOC111117115	1	111117115	LOC111117115	uncharacterized LOC111117115	protein-coding	Symbol
LOC111117129	1	111117129	LOC111117129	uncharacterized LOC111117129	protein-coding	Symbol
LOC111117178	1	111117178	LOC111117178	uncharacterized LOC111117178	protein-coding	Symbol
LOC111117314	1	111117314	LOC111117314	sulfide:quinone oxidoreductase, mitochondrial-like	protein-coding	Symbol
LOC111117356	1	NA	NA	NA	NA	NA
LOC111117393	1	111117393	LOC111117393	uncharacterized LOC111117393	protein-coding	Symbol
LOC111117417	1	111117417	LOC111117417	transcription factor 12-like	protein-coding	Symbol
LOC111117436	1	111117436	LOC111117436	kelch-like protein 21	protein-coding	Symbol
LOC111117438	1	111117438	LOC111117438	uncharacterized LOC111117438	protein-coding	Symbol
LOC111117551	1	111117551	LOC111117551	ATP-dependent zinc metalloprotease YME1 homolog	protein-coding	Symbol
LOC111117607	1	111117607	LOC111117607	uncharacterized LOC111117607	protein-coding	Symbol
LOC111117697	1	111117697	LOC111117697	uncharacterized LOC111117697	protein-coding	Symbol
LOC111117928	1	111117928	LOC111117928	paladin-like	protein-coding	Symbol
LOC111118014	1	111118014	LOC111118014	LYR motif-containing protein 1-like	protein-coding	Symbol
LOC111118055	1	111118055	LOC111118055	exosome complex component RRP40-like	protein-coding	Symbol
LOC111118056	1	111118056	LOC111118056	iron-sulfur cluster assembly 1 homolog, mitochondrial-like	protein-coding	Symbol
LOC111118091	1	111118091	LOC111118091	uncharacterized LOC111118091	protein-coding	Symbol
LOC111118092	1	111118092	LOC111118092	uncharacterized LOC111118092	protein-coding	Symbol
LOC111118096	1	111118096	LOC111118096	rho GTPase-activating protein 100F-like	protein-coding	Symbol
LOC111118140	1	111118140	LOC111118140	uncharacterized LOC111118140	protein-coding	Symbol
LOC111118185	1	111118185	LOC111118185	uncharacterized LOC111118185	protein-coding	Symbol
LOC111118244	1	NA	NA	NA	NA	NA
LOC111118311	1	NA	NA	NA	NA	NA
LOC111118417	1	111118417	LOC111118417	ganglioside-induced differentiation-associated protein 1-like	protein-coding	Symbol
LOC111118452	1	111118452	LOC111118452	WD repeat-containing protein 13-like	protein-coding	Symbol
LOC111118477	1	111118477	LOC111118477	Golgi apparatus membrane protein TVP23 homolog A-like	protein-coding	Symbol
LOC111118483	1	111118483	LOC111118483	programmed cell death protein 2-like	protein-coding	Symbol
LOC111118550	1	111118550	LOC111118550	AP-5 complex subunit zeta-1-like	protein-coding	Symbol
LOC111118610	1	111118610	LOC111118610	required for excision 1-B domain-containing protein-like	protein-coding	Symbol
LOC111118809	1	111118809	LOC111118809	scaffold attachment factor B2-like	protein-coding	Symbol
LOC111118882	1	111118882	LOC111118882	uncharacterized LOC111118882	protein-coding	Symbol
LOC111118887	1	111118887	LOC111118887	intraflagellar transport protein 25 homolog	protein-coding	Symbol
LOC111118964	1	111118964	LOC111118964	uncharacterized LOC111118964	protein-coding	Symbol
LOC111118970	1	111118970	LOC111118970	coiled-coil domain-containing protein 78-like	protein-coding	Symbol
LOC111118972	1	111118972	LOC111118972	uncharacterized LOC111118972	protein-coding	Symbol
LOC111119019	1	NA	NA	NA	NA	NA
LOC111119117	1	111119117	LOC111119117	tetraspanin-5-like	protein-coding	Symbol
LOC111119188	1	111119188	LOC111119188	uncharacterized LOC111119188	protein-coding	Symbol
LOC111119189	1	111119189	LOC111119189	uncharacterized LOC111119189	protein-coding	Symbol
LOC111119226	1	111119226	LOC111119226	uncharacterized LOC111119226	protein-coding	Symbol
LOC111119284	1	111119284	LOC111119284	acetyl-coenzyme A synthetase-like	protein-coding	Symbol
LOC111119294	1	111119294	LOC111119294	very long chain fatty acid elongase 4-like	protein-coding	Symbol
LOC111119347	1	111119347	LOC111119347	GPI ethanolamine phosphate transferase 2, catalytic subunit-like	protein-coding	Symbol
LOC111119361	1	111119361	LOC111119361	isovaleryl-CoA dehydrogenase, mitochondrial-like	protein-coding	Symbol
LOC111119412	1	111119412	LOC111119412	vesicle-associated membrane protein 7-like	protein-coding	Symbol
LOC111119422	1	111119422	LOC111119422	regulator of G-protein signaling 7-like	protein-coding	Symbol
LOC111119465	1	NA	NA	NA	NA	NA
LOC111119490	1	111119490	LOC111119490	dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11-like	protein-coding	Symbol
LOC111119493	1	111119493	LOC111119493	ubiquitin carboxyl-terminal hydrolase 24-like	protein-coding	Symbol
LOC111119528	1	111119528	LOC111119528	uncharacterized LOC111119528	protein-coding	Symbol
LOC111119756	1	111119756	LOC111119756	U4/U6 small nuclear ribonucleoprotein Prp31-like	protein-coding	Symbol
LOC111119791	1	111119791	LOC111119791	zinc-regulated GTPase metalloprotein activator 1-like	protein-coding	Symbol
LOC111119818	1	111119818	LOC111119818	GPI alpha-1,6-mannosyltransferase 2-like	protein-coding	Symbol
LOC111119822	1	111119822	LOC111119822	uncharacterized LOC111119822	protein-coding	Symbol
LOC111119946	1	111119946	LOC111119946	dynein axonemal intermediate chain 4-like	protein-coding	Symbol
LOC111120077	1	111120077	LOC111120077	uncharacterized LOC111120077	protein-coding	Symbol
LOC111120082	1	NA	NA	NA	NA	NA
LOC111120094	1	NA	NA	NA	NA	NA
LOC111120115	1	111120115	LOC111120115	monocarboxylate transporter 9-like	protein-coding	Symbol
LOC111120118	1	111120118	LOC111120118	uncharacterized LOC111120118	protein-coding	Symbol
LOC111120216	1	NA	NA	NA	NA	NA
LOC111120266	1	111120266	LOC111120266	uncharacterized LOC111120266	protein-coding	Symbol
LOC111120326	1	111120326	LOC111120326	uncharacterized LOC111120326	protein-coding	Symbol
LOC111120475	1	111120475	LOC111120475	uncharacterized LOC111120475	protein-coding	Symbol
LOC111120484	1	NA	NA	NA	NA	NA
LOC111120550	1	111120550	LOC111120550	meteorin-like protein	protein-coding	Symbol
LOC111120551	1	111120551	LOC111120551	testis-expressed protein 47-like	protein-coding	Symbol
LOC111120588	1	NA	NA	NA	NA	NA
LOC111120621	1	111120621	LOC111120621	uncharacterized LOC111120621	protein-coding	Symbol
LOC111120640	1	NA	NA	NA	NA	NA
LOC111120659	1	NA	NA	NA	NA	NA
LOC111120682	1	NA	NA	NA	NA	NA
LOC111120690	1	111120690	LOC111120690	uncharacterized LOC111120690	protein-coding	Symbol
LOC111120713	1	111120713	LOC111120713	intraflagellar transport protein 172 homolog	protein-coding	Symbol
LOC111120726	1	NA	NA	NA	NA	NA
LOC111120743	1	NA	NA	NA	NA	NA
LOC111120768	1	NA	NA	NA	NA	NA
LOC111120800	1	111120800	LOC111120800	uncharacterized LOC111120800	protein-coding	Symbol
LOC111120801	1	111120801	LOC111120801	uncharacterized LOC111120801	protein-coding	Symbol
LOC111120827	1	111120827	LOC111120827	putative E3 ubiquitin-protein ligase HERC4	protein-coding	Symbol
LOC111120860	1	111120860	LOC111120860	DNA excision repair protein ERCC-8-like	protein-coding	Symbol
LOC111120885	1	111120885	LOC111120885	protein Tob1-like	protein-coding	Symbol
LOC111120909	1	111120909	LOC111120909	uncharacterized LOC111120909	protein-coding	Symbol
LOC111120960	1	111120960	LOC111120960	UDP-N-acetylglucosamine transferase subunit ALG14-like	protein-coding	Symbol
LOC111120983	1	111120983	LOC111120983	dehydrogenase/reductase SDR family member 11-like	protein-coding	Symbol
LOC111121003	1	111121003	LOC111121003	peroxiredoxin-like 2C	protein-coding	Symbol
LOC111121012	1	111121012	LOC111121012	adenosine 3'-phospho 5'-phosphosulfate transporter 2-like	protein-coding	Symbol
LOC111121026	1	111121026	LOC111121026	uncharacterized LOC111121026	protein-coding	Symbol
LOC111121030	1	111121030	LOC111121030	TNF receptor-associated factor 6-B-like	protein-coding	Symbol
LOC111121056	1	111121056	LOC111121056	annexin B9-like	protein-coding	Symbol
LOC111121059	1	111121059	LOC111121059	DNA repair endonuclease XPF-like	protein-coding	Symbol
LOC111121128	1	NA	NA	NA	NA	NA
LOC111121157	1	111121157	LOC111121157	dimethyladenosine transferase 1, mitochondrial-like	protein-coding	Symbol
LOC111121159	1	111121159	LOC111121159	uncharacterized LOC111121159	protein-coding	Symbol
LOC111121184	1	111121184	LOC111121184	uncharacterized LOC111121184	protein-coding	Symbol
LOC111121268	1	111121268	LOC111121268	uncharacterized LOC111121268	protein-coding	Symbol
LOC111121297	1	111121297	LOC111121297	FERRY endosomal RAB5 effector complex subunit 3-like	protein-coding	Symbol
LOC111121392	1	111121392	LOC111121392	exosome complex component RRP46-like	protein-coding	Symbol
LOC111121395	1	111121395	LOC111121395	uncharacterized LOC111121395	protein-coding	Symbol
