mrna_id	mrna_id_clean	GeneID	Symbol	description	type_of_gene	match_type
LOC111107365	LOC111107365	111107365	LOC111107365	uncharacterized LOC111107365	protein-coding	Symbol
LOC111107366	LOC111107366	111107366	LOC111107366	uncharacterized LOC111107366	protein-coding	Symbol
LOC111107367	LOC111107367	111107367	LOC111107367	uncharacterized LOC111107367	protein-coding	Symbol
LOC111107368	LOC111107368	111107368	LOC111107368	MAM domain-containing glycosylphosphatidylinositol anchor protein 1-like	protein-coding	Symbol
LOC111107369	LOC111107369	111107369	LOC111107369	uncharacterized LOC111107369	protein-coding	Symbol
LOC111107370	LOC111107370	111107370	LOC111107370	uncharacterized LOC111107370	ncRNA	Symbol
LOC111107371	LOC111107371	NA	NA	NA	NA	NA
LOC111107372	LOC111107372	NA	NA	NA	NA	NA
LOC111107373	LOC111107373	111107373	LOC111107373	ATR-interacting protein-like	protein-coding	Symbol
LOC111107378	LOC111107378	NA	NA	NA	NA	NA
LOC111107387	LOC111107387	111107387	LOC111107387	leucine-rich repeat serine/threonine-protein kinase 2-like	protein-coding	Symbol
LOC111107388	LOC111107388	111107388	LOC111107388	uncharacterized LOC111107388	protein-coding	Symbol
LOC111107389	LOC111107389	111107389	LOC111107389	uncharacterized LOC111107389	protein-coding	Symbol
LOC111107390	LOC111107390	NA	NA	NA	NA	NA
LOC111107391	LOC111107391	NA	NA	NA	NA	NA
LOC111107392	LOC111107392	NA	NA	NA	NA	NA
LOC111107393	LOC111107393	111107393	LOC111107393	xanthine dehydrogenase/oxidase-like	protein-coding	Symbol
LOC111107394	LOC111107394	111107394	LOC111107394	splicing factor 45-like	protein-coding	Symbol
LOC111107395	LOC111107395	111107395	LOC111107395	monoacylglycerol lipase abhd6-B-like	protein-coding	Symbol
LOC111107398	LOC111107398	NA	NA	NA	NA	NA
LOC111107399	LOC111107399	NA	NA	NA	NA	NA
LOC111107400	LOC111107400	NA	NA	NA	NA	NA
LOC111107401	LOC111107401	NA	NA	NA	NA	NA
LOC111107402	LOC111107402	111107402	LOC111107402	protein deacetylase HDAC6-like	protein-coding	Symbol
LOC111107403	LOC111107403	111107403	LOC111107403	G-protein coupled receptor moody-like	protein-coding	Symbol
LOC111107404	LOC111107404	111107404	LOC111107404	uncharacterized LOC111107404	protein-coding	Symbol
LOC111107405	LOC111107405	111107405	LOC111107405	uncharacterized LOC111107405	protein-coding	Symbol
LOC111107406	LOC111107406	NA	NA	NA	NA	NA
LOC111107407	LOC111107407	111107407	LOC111107407	uncharacterized LOC111107407	protein-coding	Symbol
LOC111107408	LOC111107408	111107408	LOC111107408	uncharacterized LOC111107408	protein-coding	Symbol
LOC111107409	LOC111107409	NA	NA	NA	NA	NA
LOC111107410	LOC111107410	NA	NA	NA	NA	NA
LOC111107411	LOC111107411	111107411	LOC111107411	uncharacterized LOC111107411	protein-coding	Symbol
LOC111107412	LOC111107412	NA	NA	NA	NA	NA
LOC111107413	LOC111107413	111107413	LOC111107413	N-acylglucosamine 2-epimerase-like	protein-coding	Symbol
LOC111107414	LOC111107414	111107414	LOC111107414	UPF0739 protein C1orf74 homolog	protein-coding	Symbol
LOC111107415	LOC111107415	NA	NA	NA	NA	NA
LOC111107418	LOC111107418	NA	NA	NA	NA	NA
LOC111107419	LOC111107419	NA	NA	NA	NA	NA
LOC111107420	LOC111107420	NA	NA	NA	NA	NA
LOC111107421	LOC111107421	111107421	LOC111107421	uncharacterized LOC111107421	ncRNA	Symbol
LOC111107422	LOC111107422	111107422	LOC111107422	putative receptor-type tyrosine-protein phosphatase mosPTP-1	protein-coding	Symbol
LOC111107423	LOC111107423	NA	NA	NA	NA	NA
LOC111107424	LOC111107424	111107424	LOC111107424	matrilin-3-like	protein-coding	Symbol
LOC111107425	LOC111107425	111107425	LOC111107425	uncharacterized LOC111107425	protein-coding	Symbol
LOC111107426	LOC111107426	111107426	LOC111107426	ATP-dependent DNA helicase RecQ-like	protein-coding	Symbol
LOC111107427	LOC111107427	NA	NA	NA	NA	NA
LOC111107428	LOC111107428	111107428	LOC111107428	U6 snRNA-associated Sm-like protein LSm8	protein-coding	Symbol
LOC111107429	LOC111107429	111107429	LOC111107429	uncharacterized LOC111107429	pseudo	Symbol
LOC111107430	LOC111107430	111107430	LOC111107430	solute carrier organic anion transporter family member 5A1-like	protein-coding	Symbol
LOC111107432	LOC111107432	111107432	LOC111107432	uncharacterized LOC111107432	protein-coding	Symbol
LOC111107433	LOC111107433	111107433	LOC111107433	uncharacterized LOC111107433	protein-coding	Symbol
LOC111107434	LOC111107434	NA	NA	NA	NA	NA
LOC111107435	LOC111107435	111107435	LOC111107435	uncharacterized LOC111107435	ncRNA	Symbol
LOC111107436	LOC111107436	NA	NA	NA	NA	NA
LOC111107437	LOC111107437	111107437	LOC111107437	inhibitor of nuclear factor kappa-B kinase subunit epsilon-like	protein-coding	Symbol
LOC111107439	LOC111107439	NA	NA	NA	NA	NA
LOC111107440	LOC111107440	NA	NA	NA	NA	NA
LOC111107441	LOC111107441	NA	NA	NA	NA	NA
LOC111107442	LOC111107442	NA	NA	NA	NA	NA
LOC111107443	LOC111107443	111107443	LOC111107443	uncharacterized LOC111107443	protein-coding	Symbol
LOC111107444	LOC111107444	111107444	LOC111107444	atrial natriuretic peptide receptor 1-like	protein-coding	Symbol
LOC111107445	LOC111107445	NA	NA	NA	NA	NA
LOC111107446	LOC111107446	NA	NA	NA	NA	NA
LOC111107447	LOC111107447	111107447	LOC111107447	uncharacterized LOC111107447	protein-coding	Symbol
LOC111107448	LOC111107448	NA	NA	NA	NA	NA
LOC111107449	LOC111107449	111107449	LOC111107449	uncharacterized LOC111107449	protein-coding	Symbol
LOC111107450	LOC111107450	NA	NA	NA	NA	NA
LOC111107451	LOC111107451	NA	NA	NA	NA	NA
LOC111107452	LOC111107452	NA	NA	NA	NA	NA
LOC111107453	LOC111107453	NA	NA	NA	NA	NA
LOC111107454	LOC111107454	NA	NA	NA	NA	NA
LOC111107455	LOC111107455	NA	NA	NA	NA	NA
LOC111107456	LOC111107456	NA	NA	NA	NA	NA
LOC111107457	LOC111107457	NA	NA	NA	NA	NA
LOC111107458	LOC111107458	NA	NA	NA	NA	NA
LOC111107459	LOC111107459	111107459	LOC111107459	uncharacterized LOC111107459	protein-coding	Symbol
LOC111107460	LOC111107460	111107460	LOC111107460	ficolin-2-like	protein-coding	Symbol
LOC111107461	LOC111107461	NA	NA	NA	NA	NA
LOC111107462	LOC111107462	111107462	LOC111107462	protein kinase C delta type-like	protein-coding	Symbol
LOC111107463	LOC111107463	111107463	LOC111107463	uncharacterized LOC111107463	protein-coding	Symbol
LOC111107464	LOC111107464	NA	NA	NA	NA	NA
LOC111107465	LOC111107465	NA	NA	NA	NA	NA
LOC111107466	LOC111107466	NA	NA	NA	NA	NA
LOC111107467	LOC111107467	NA	NA	NA	NA	NA
LOC111107468	LOC111107468	NA	NA	NA	NA	NA
LOC111107469	LOC111107469	111107469	LOC111107469	uncharacterized LOC111107469	protein-coding	Symbol
LOC111107470	LOC111107470	NA	NA	NA	NA	NA
LOC111107471	LOC111107471	NA	NA	NA	NA	NA
LOC111107472	LOC111107472	111107472	LOC111107472	uncharacterized LOC111107472	ncRNA	Symbol
LOC111107473	LOC111107473	111107473	LOC111107473	uncharacterized LOC111107473	protein-coding	Symbol
LOC111107474	LOC111107474	111107474	LOC111107474	phospholipid-transporting ATPase ABCA3-like	protein-coding	Symbol
LOC111107476	LOC111107476	NA	NA	NA	NA	NA
LOC111107477	LOC111107477	NA	NA	NA	NA	NA
LOC111107478	LOC111107478	NA	NA	NA	NA	NA
LOC111107479	LOC111107479	111107479	LOC111107479	uncharacterized LOC111107479	protein-coding	Symbol
LOC111107480	LOC111107480	NA	NA	NA	NA	NA
LOC111107481	LOC111107481	NA	NA	NA	NA	NA
LOC111107482	LOC111107482	NA	NA	NA	NA	NA
LOC111107483	LOC111107483	111107483	LOC111107483	uncharacterized LOC111107483	protein-coding	Symbol
LOC111107484	LOC111107484	NA	NA	NA	NA	NA
LOC111107485	LOC111107485	NA	NA	NA	NA	NA
LOC111107486	LOC111107486	NA	NA	NA	NA	NA
LOC111107487	LOC111107487	NA	NA	NA	NA	NA
LOC111107488	LOC111107488	111107488	LOC111107488	RNA-binding protein 1-like	protein-coding	Symbol
LOC111107489	LOC111107489	NA	NA	NA	NA	NA
LOC111107490	LOC111107490	111107490	LOC111107490	uncharacterized LOC111107490	protein-coding	Symbol
LOC111107491	LOC111107491	111107491	LOC111107491	phytanoyl-CoA dioxygenase, peroxisomal-like	protein-coding	Symbol
LOC111107492	LOC111107492	NA	NA	NA	NA	NA
LOC111107493	LOC111107493	111107493	LOC111107493	uncharacterized LOC111107493	protein-coding	Symbol
LOC111107494	LOC111107494	111107494	LOC111107494	uncharacterized LOC111107494	protein-coding	Symbol
LOC111107495	LOC111107495	NA	NA	NA	NA	NA
LOC111107496	LOC111107496	NA	NA	NA	NA	NA
LOC111107497	LOC111107497	111107497	LOC111107497	uncharacterized LOC111107497	protein-coding	Symbol
LOC111107498	LOC111107498	111107498	LOC111107498	uncharacterized LOC111107498	protein-coding	Symbol
LOC111107499	LOC111107499	NA	NA	NA	NA	NA
LOC111107500	LOC111107500	111107500	LOC111107500	uncharacterized LOC111107500	protein-coding	Symbol
LOC111107501	LOC111107501	NA	NA	NA	NA	NA
LOC111107502	LOC111107502	NA	NA	NA	NA	NA
LOC111107503	LOC111107503	NA	NA	NA	NA	NA
LOC111107504	LOC111107504	NA	NA	NA	NA	NA
LOC111107506	LOC111107506	111107506	LOC111107506	uncharacterized LOC111107506	protein-coding	Symbol
LOC111107507	LOC111107507	111107507	LOC111107507	short-chain collagen C4-like	protein-coding	Symbol
LOC111107508	LOC111107508	111107508	LOC111107508	short-chain collagen C4-like	protein-coding	Symbol
LOC111107509	LOC111107509	111107509	LOC111107509	short-chain collagen C4-like	protein-coding	Symbol
LOC111107510	LOC111107510	111107510	LOC111107510	short-chain collagen C4-like	protein-coding	Symbol
LOC111107511	LOC111107511	NA	NA	NA	NA	NA
LOC111107512	LOC111107512	111107512	LOC111107512	protein DD3-3-like	protein-coding	Symbol
LOC111107513	LOC111107513	NA	NA	NA	NA	NA
LOC111107514	LOC111107514	111107514	LOC111107514	protein DD3-3-like	protein-coding	Symbol
LOC111107515	LOC111107515	111107515	LOC111107515	monoglyceride lipase-like	protein-coding	Symbol
LOC111107516	LOC111107516	NA	NA	NA	NA	NA
LOC111107517	LOC111107517	111107517	LOC111107517	uncharacterized LOC111107517	protein-coding	Symbol
LOC111107518	LOC111107518	111107518	LOC111107518	calcium-dependent secretion activator 1-like	protein-coding	Symbol
LOC111107519	LOC111107519	NA	NA	NA	NA	NA
LOC111107520	LOC111107520	NA	NA	NA	NA	NA
LOC111107521	LOC111107521	111107521	LOC111107521	uncharacterized LOC111107521	protein-coding	Symbol
LOC111107522	LOC111107522	NA	NA	NA	NA	NA
LOC111107523	LOC111107523	111107523	LOC111107523	uncharacterized LOC111107523	protein-coding	Symbol
LOC111107525	LOC111107525	111107525	LOC111107525	small conductance calcium-activated potassium channel protein 3-like	protein-coding	Symbol
LOC111107526	LOC111107526	111107526	LOC111107526	uncharacterized LOC111107526	protein-coding	Symbol
LOC111107527	LOC111107527	111107527	LOC111107527	uncharacterized LOC111107527	protein-coding	Symbol
LOC111107528	LOC111107528	NA	NA	NA	NA	NA
LOC111107529	LOC111107529	111107529	LOC111107529	uncharacterized LOC111107529	protein-coding	Symbol
LOC111107530	LOC111107530	NA	NA	NA	NA	NA
LOC111107531	LOC111107531	NA	NA	NA	NA	NA
LOC111107533	LOC111107533	111107533	LOC111107533	uncharacterized LOC111107533	protein-coding	Symbol
LOC111107534	LOC111107534	NA	NA	NA	NA	NA
LOC111107536	LOC111107536	111107536	LOC111107536	cadherin EGF LAG seven-pass G-type receptor 2-like	protein-coding	Symbol
LOC111107539	LOC111107539	NA	NA	NA	NA	NA
LOC111107540	LOC111107540	111107540	LOC111107540	uncharacterized LOC111107540	protein-coding	Symbol
LOC111107541	LOC111107541	NA	NA	NA	NA	NA
LOC111107542	LOC111107542	NA	NA	NA	NA	NA
LOC111107543	LOC111107543	NA	NA	NA	NA	NA
LOC111107544	LOC111107544	NA	NA	NA	NA	NA
LOC111107545	LOC111107545	NA	NA	NA	NA	NA
LOC111107546	LOC111107546	NA	NA	NA	NA	NA
LOC111107547	LOC111107547	NA	NA	NA	NA	NA
LOC111107548	LOC111107548	NA	NA	NA	NA	NA
LOC111107549	LOC111107549	NA	NA	NA	NA	NA
LOC111107550	LOC111107550	NA	NA	NA	NA	NA
LOC111107551	LOC111107551	NA	NA	NA	NA	NA
LOC111107552	LOC111107552	111107552	LOC111107552	uncharacterized LOC111107552	protein-coding	Symbol
LOC111107553	LOC111107553	NA	NA	NA	NA	NA
LOC111107554	LOC111107554	111107554	LOC111107554	uncharacterized LOC111107554	protein-coding	Symbol
LOC111107555	LOC111107555	111107555	LOC111107555	uncharacterized LOC111107555	protein-coding	Symbol
LOC111107556	LOC111107556	111107556	LOC111107556	uncharacterized LOC111107556	protein-coding	Symbol
LOC111107557	LOC111107557	111107557	LOC111107557	neuronal acetylcholine receptor subunit beta-4-like	protein-coding	Symbol
LOC111107559	LOC111107559	111107559	LOC111107559	uncharacterized LOC111107559	ncRNA	Symbol
LOC111107561	LOC111107561	111107561	LOC111107561	transforming growth factor-beta-induced protein ig-h3-like	protein-coding	Symbol
LOC111107562	LOC111107562	NA	NA	NA	NA	NA
LOC111107563	LOC111107563	NA	NA	NA	NA	NA
LOC111107565	LOC111107565	111107565	LOC111107565	host cell factor 1-like	protein-coding	Symbol
LOC111107566	LOC111107566	NA	NA	NA	NA	NA
LOC111107567	LOC111107567	NA	NA	NA	NA	NA
LOC111107568	LOC111107568	NA	NA	NA	NA	NA
LOC111107569	LOC111107569	NA	NA	NA	NA	NA
LOC111107570	LOC111107570	111107570	LOC111107570	beta-1,3-galactosyltransferase 1-like	pseudo	Symbol
LOC111107571	LOC111107571	111107571	LOC111107571	uncharacterized protein F54H12.2-like	protein-coding	Symbol
LOC111107572	LOC111107572	NA	NA	NA	NA	NA
LOC111107573	LOC111107573	111107573	LOC111107573	uncharacterized LOC111107573	protein-coding	Symbol
LOC111107574	LOC111107574	111107574	LOC111107574	cyclin-dependent kinase 17-like	protein-coding	Symbol
LOC111107575	LOC111107575	111107575	LOC111107575	uncharacterized LOC111107575	protein-coding	Symbol
LOC111107576	LOC111107576	111107576	LOC111107576	uncharacterized LOC111107576	protein-coding	Symbol
LOC111107578	LOC111107578	111107578	LOC111107578	uncharacterized LOC111107578	protein-coding	Symbol
LOC111107579	LOC111107579	NA	NA	NA	NA	NA
LOC111107580	LOC111107580	NA	NA	NA	NA	NA
LOC111107581	LOC111107581	111107581	LOC111107581	N-glycosidase YbiA-like	protein-coding	Symbol
LOC111107582	LOC111107582	NA	NA	NA	NA	NA
LOC111107584	LOC111107584	111107584	LOC111107584	ATP-dependent RNA helicase DDX54-like	protein-coding	Symbol
LOC111107585	LOC111107585	111107585	LOC111107585	uncharacterized LOC111107585	protein-coding	Symbol
LOC111107586	LOC111107586	111107586	LOC111107586	uncharacterized LOC111107586	protein-coding	Symbol
LOC111107587	LOC111107587	111107587	LOC111107587	uncharacterized LOC111107587	protein-coding	Symbol
LOC111107589	LOC111107589	NA	NA	NA	NA	NA
LOC111107590	LOC111107590	NA	NA	NA	NA	NA
LOC111107592	LOC111107592	NA	NA	NA	NA	NA
LOC111107593	LOC111107593	NA	NA	NA	NA	NA
LOC111107594	LOC111107594	111107594	LOC111107594	sulfate transporter-like	protein-coding	Symbol
LOC111107595	LOC111107595	111107595	LOC111107595	cadherin-like and PC-esterase domain-containing protein 1	protein-coding	Symbol
LOC111107596	LOC111107596	111107596	LOC111107596	short-chain collagen C4-like	protein-coding	Symbol
LOC111107597	LOC111107597	111107597	LOC111107597	short-chain collagen C4-like	protein-coding	Symbol
LOC111107598	LOC111107598	NA	NA	NA	NA	NA
LOC111107599	LOC111107599	NA	NA	NA	NA	NA
LOC111107600	LOC111107600	111107600	LOC111107600	uncharacterized LOC111107600	protein-coding	Symbol
LOC111107601	LOC111107601	NA	NA	NA	NA	NA
LOC111107602	LOC111107602	111107602	LOC111107602	uncharacterized LOC111107602	protein-coding	Symbol
LOC111107603	LOC111107603	NA	NA	NA	NA	NA
LOC111107605	LOC111107605	NA	NA	NA	NA	NA
LOC111107606	LOC111107606	111107606	LOC111107606	peroxisomal sarcosine oxidase-like	protein-coding	Symbol
LOC111107607	LOC111107607	111107607	LOC111107607	uncharacterized LOC111107607	protein-coding	Symbol
LOC111107608	LOC111107608	111107608	LOC111107608	universal stress protein in QAH/OAS sulfhydrylase 3'region-like	protein-coding	Symbol
LOC111107609	LOC111107609	111107609	LOC111107609	universal stress protein in QAH/OAS sulfhydrylase 3'region-like	protein-coding	Symbol
LOC111107611	LOC111107611	111107611	LOC111107611	putative universal stress protein SAUSA300_1656	protein-coding	Symbol
LOC111107612	LOC111107612	111107612	LOC111107612	metalloproteinase inhibitor 2-like	protein-coding	Symbol
LOC111107613	LOC111107613	NA	NA	NA	NA	NA
LOC111107614	LOC111107614	NA	NA	NA	NA	NA
LOC111107615	LOC111107615	111107615	LOC111107615	uncharacterized LOC111107615	protein-coding	Symbol
LOC111107617	LOC111107617	111107617	LOC111107617	uncharacterized LOC111107617	protein-coding	Symbol
LOC111107618	LOC111107618	NA	NA	NA	NA	NA
LOC111107619	LOC111107619	NA	NA	NA	NA	NA
LOC111107620	LOC111107620	111107620	LOC111107620	cilia- and flagella-associated protein 54-like	protein-coding	Symbol
LOC111107621	LOC111107621	NA	NA	NA	NA	NA
LOC111107622	LOC111107622	111107622	LOC111107622	uncharacterized LOC111107622	protein-coding	Symbol
LOC111107623	LOC111107623	NA	NA	NA	NA	NA
LOC111107624	LOC111107624	NA	NA	NA	NA	NA
LOC111107625	LOC111107625	111107625	LOC111107625	uncharacterized LOC111107625	protein-coding	Symbol
LOC111107626	LOC111107626	NA	NA	NA	NA	NA
LOC111107627	LOC111107627	111107627	LOC111107627	uncharacterized LOC111107627	protein-coding	Symbol
LOC111107628	LOC111107628	NA	NA	NA	NA	NA
LOC111107629	LOC111107629	111107629	LOC111107629	leucine-rich repeat neuronal protein 1-like	protein-coding	Symbol
LOC111107630	LOC111107630	NA	NA	NA	NA	NA
LOC111107631	LOC111107631	NA	NA	NA	NA	NA
LOC111107632	LOC111107632	111107632	LOC111107632	uncharacterized LOC111107632	protein-coding	Symbol
LOC111107633	LOC111107633	NA	NA	NA	NA	NA
LOC111107634	LOC111107634	NA	NA	NA	NA	NA
LOC111107635	LOC111107635	NA	NA	NA	NA	NA
LOC111107636	LOC111107636	NA	NA	NA	NA	NA
LOC111107637	LOC111107637	NA	NA	NA	NA	NA
LOC111107638	LOC111107638	NA	NA	NA	NA	NA
LOC111107639	LOC111107639	NA	NA	NA	NA	NA
LOC111107640	LOC111107640	NA	NA	NA	NA	NA
LOC111107641	LOC111107641	NA	NA	NA	NA	NA
LOC111107642	LOC111107642	NA	NA	NA	NA	NA
LOC111107643	LOC111107643	111107643	LOC111107643	uncharacterized LOC111107643	pseudo	Symbol
LOC111107644	LOC111107644	NA	NA	NA	NA	NA
LOC111107645	LOC111107645	NA	NA	NA	NA	NA
LOC111107646	LOC111107646	NA	NA	NA	NA	NA
LOC111107647	LOC111107647	NA	NA	NA	NA	NA
LOC111107648	LOC111107648	NA	NA	NA	NA	NA
LOC111107649	LOC111107649	NA	NA	NA	NA	NA
LOC111107650	LOC111107650	NA	NA	NA	NA	NA
LOC111107651	LOC111107651	NA	NA	NA	NA	NA
LOC111107652	LOC111107652	111107652	LOC111107652	uncharacterized LOC111107652	protein-coding	Symbol
LOC111107653	LOC111107653	NA	NA	NA	NA	NA
LOC111107654	LOC111107654	NA	NA	NA	NA	NA
LOC111107655	LOC111107655	NA	NA	NA	NA	NA
LOC111107656	LOC111107656	NA	NA	NA	NA	NA
LOC111107657	LOC111107657	111107657	LOC111107657	uncharacterized LOC111107657	protein-coding	Symbol
LOC111107658	LOC111107658	111107658	LOC111107658	nucleotidyltransferase MB21D2-like	protein-coding	Symbol
LOC111107659	LOC111107659	111107659	LOC111107659	uncharacterized LOC111107659	protein-coding	Symbol
LOC111107660	LOC111107660	111107660	LOC111107660	uncharacterized LOC111107660	pseudo	Symbol
LOC111107661	LOC111107661	NA	NA	NA	NA	NA
LOC111107662	LOC111107662	111107662	LOC111107662	uncharacterized LOC111107662	pseudo	Symbol
LOC111107663	LOC111107663	NA	NA	NA	NA	NA
LOC111107664	LOC111107664	NA	NA	NA	NA	NA
LOC111107665	LOC111107665	NA	NA	NA	NA	NA
LOC111107666	LOC111107666	NA	NA	NA	NA	NA
LOC111107667	LOC111107667	NA	NA	NA	NA	NA
LOC111107668	LOC111107668	NA	NA	NA	NA	NA
LOC111107669	LOC111107669	NA	NA	NA	NA	NA
LOC111107670	LOC111107670	111107670	LOC111107670	uncharacterized LOC111107670	protein-coding	Symbol
LOC111107671	LOC111107671	NA	NA	NA	NA	NA
LOC111107672	LOC111107672	111107672	LOC111107672	uncharacterized LOC111107672	protein-coding	Symbol
LOC111107673	LOC111107673	NA	NA	NA	NA	NA
LOC111107674	LOC111107674	NA	NA	NA	NA	NA
LOC111107675	LOC111107675	NA	NA	NA	NA	NA
LOC111107676	LOC111107676	NA	NA	NA	NA	NA
LOC111107677	LOC111107677	NA	NA	NA	NA	NA
LOC111107678	LOC111107678	111107678	LOC111107678	uncharacterized LOC111107678	protein-coding	Symbol
LOC111107679	LOC111107679	NA	NA	NA	NA	NA
LOC111107680	LOC111107680	NA	NA	NA	NA	NA
LOC111107681	LOC111107681	NA	NA	NA	NA	NA
LOC111107682	LOC111107682	NA	NA	NA	NA	NA
LOC111107683	LOC111107683	NA	NA	NA	NA	NA
LOC111107684	LOC111107684	NA	NA	NA	NA	NA
LOC111107685	LOC111107685	NA	NA	NA	NA	NA
LOC111107686	LOC111107686	NA	NA	NA	NA	NA
LOC111107687	LOC111107687	111107687	LOC111107687	uncharacterized LOC111107687	protein-coding	Symbol
LOC111107688	LOC111107688	111107688	LOC111107688	uncharacterized LOC111107688	pseudo	Symbol
LOC111107689	LOC111107689	NA	NA	NA	NA	NA
LOC111107690	LOC111107690	NA	NA	NA	NA	NA
LOC111107691	LOC111107691	111107691	LOC111107691	uncharacterized LOC111107691	protein-coding	Symbol
LOC111107692	LOC111107692	111107692	LOC111107692	myb/SANT-like DNA-binding domain-containing protein 4	protein-coding	Symbol
LOC111107693	LOC111107693	NA	NA	NA	NA	NA
LOC111107694	LOC111107694	111107694	LOC111107694	uncharacterized LOC111107694	protein-coding	Symbol
LOC111107695	LOC111107695	NA	NA	NA	NA	NA
LOC111107696	LOC111107696	111107696	LOC111107696	contactin-6-like	protein-coding	Symbol
LOC111107697	LOC111107697	NA	NA	NA	NA	NA
LOC111107698	LOC111107698	NA	NA	NA	NA	NA
LOC111107699	LOC111107699	111107699	LOC111107699	tumor suppressor candidate 2-like	protein-coding	Symbol
LOC111107700	LOC111107700	NA	NA	NA	NA	NA
LOC111107703	LOC111107703	111107703	LOC111107703	D-ribitol-5-phosphate cytidylyltransferase-like	protein-coding	Symbol
LOC111107707	LOC111107707	NA	NA	NA	NA	NA
LOC111107709	LOC111107709	NA	NA	NA	NA	NA
LOC111107710	LOC111107710	NA	NA	NA	NA	NA
LOC111107711	LOC111107711	111107711	LOC111107711	uncharacterized LOC111107711	protein-coding	Symbol
LOC111107712	LOC111107712	111107712	LOC111107712	DNA-binding protein P3A2-like	protein-coding	Symbol
LOC111107713	LOC111107713	NA	NA	NA	NA	NA
LOC111107714	LOC111107714	NA	NA	NA	NA	NA
LOC111107715	LOC111107715	111107715	LOC111107715	E3 ubiquitin-protein ligase RNF113A-like	protein-coding	Symbol
LOC111107716	LOC111107716	NA	NA	NA	NA	NA
LOC111107717	LOC111107717	NA	NA	NA	NA	NA
LOC111107718	LOC111107718	NA	NA	NA	NA	NA
LOC111107719	LOC111107719	111107719	LOC111107719	uncharacterized LOC111107719	ncRNA	Symbol
LOC111107720	LOC111107720	NA	NA	NA	NA	NA
LOC111107721	LOC111107721	NA	NA	NA	NA	NA
LOC111107722	LOC111107722	111107722	LOC111107722	uncharacterized LOC111107722	protein-coding	Symbol
LOC111107723	LOC111107723	NA	NA	NA	NA	NA
LOC111107724	LOC111107724	NA	NA	NA	NA	NA
LOC111107725	LOC111107725	NA	NA	NA	NA	NA
LOC111107726	LOC111107726	NA	NA	NA	NA	NA
LOC111107727	LOC111107727	111107727	LOC111107727	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase-like	protein-coding	Symbol
LOC111107728	LOC111107728	111107728	LOC111107728	ubiquitin thioesterase OTU1 pseudogene	pseudo	Symbol
LOC111107729	LOC111107729	NA	NA	NA	NA	NA
LOC111107730	LOC111107730	111107730	LOC111107730	uncharacterized LOC111107730	protein-coding	Symbol
LOC111107731	LOC111107731	NA	NA	NA	NA	NA
LOC111107732	LOC111107732	111107732	LOC111107732	uncharacterized LOC111107732	protein-coding	Symbol
LOC111107733	LOC111107733	NA	NA	NA	NA	NA
LOC111107734	LOC111107734	NA	NA	NA	NA	NA
LOC111107735	LOC111107735	NA	NA	NA	NA	NA
LOC111107737	LOC111107737	111107737	LOC111107737	uncharacterized LOC111107737	protein-coding	Symbol
LOC111107738	LOC111107738	NA	NA	NA	NA	NA
LOC111107739	LOC111107739	NA	NA	NA	NA	NA
LOC111107740	LOC111107740	NA	NA	NA	NA	NA
LOC111107741	LOC111107741	111107741	LOC111107741	uncharacterized LOC111107741	protein-coding	Symbol
LOC111107745	LOC111107745	NA	NA	NA	NA	NA
LOC111107747	LOC111107747	111107747	LOC111107747	uncharacterized LOC111107747	protein-coding	Symbol
LOC111107748	LOC111107748	111107748	LOC111107748	uncharacterized LOC111107748	protein-coding	Symbol
LOC111107749	LOC111107749	111107749	LOC111107749	cystatin-A2-like	protein-coding	Symbol
LOC111107750	LOC111107750	111107750	LOC111107750	cystatin-A1-like	protein-coding	Symbol
LOC111107751	LOC111107751	111107751	LOC111107751	cystatin-A2-like	protein-coding	Symbol
LOC111107752	LOC111107752	NA	NA	NA	NA	NA
LOC111107753	LOC111107753	111107753	LOC111107753	cystatin-A-like	protein-coding	Symbol
LOC111107754	LOC111107754	111107754	LOC111107754	uncharacterized LOC111107754	ncRNA	Symbol
LOC111107757	LOC111107757	NA	NA	NA	NA	NA
LOC111107758	LOC111107758	NA	NA	NA	NA	NA
LOC111107759	LOC111107759	NA	NA	NA	NA	NA
LOC111107760	LOC111107760	NA	NA	NA	NA	NA
LOC111107761	LOC111107761	111107761	LOC111107761	uncharacterized LOC111107761	ncRNA	Symbol
LOC111107762	LOC111107762	NA	NA	NA	NA	NA
LOC111107763	LOC111107763	NA	NA	NA	NA	NA
LOC111107764	LOC111107764	111107764	LOC111107764	protein SET-like	protein-coding	Symbol
LOC111107765	LOC111107765	NA	NA	NA	NA	NA
LOC111107766	LOC111107766	111107766	LOC111107766	uncharacterized LOC111107766	protein-coding	Symbol
LOC111107767	LOC111107767	111107767	LOC111107767	TPR and ankyrin repeat-containing protein 1-like	protein-coding	Symbol
LOC111107769	LOC111107769	111107769	LOC111107769	uncharacterized LOC111107769	protein-coding	Symbol
LOC111107770	LOC111107770	NA	NA	NA	NA	NA
LOC111107771	LOC111107771	NA	NA	NA	NA	NA
LOC111107772	LOC111107772	111107772	LOC111107772	uncharacterized LOC111107772	protein-coding	Symbol
LOC111107773	LOC111107773	NA	NA	NA	NA	NA
LOC111107774	LOC111107774	NA	NA	NA	NA	NA
LOC111107775	LOC111107775	111107775	LOC111107775	uncharacterized LOC111107775	protein-coding	Symbol
