gene_id	S12M	S13M	S16F	S19F	S22F	S23M	S29F	S31M	S35F	S36F	S39F	S3F	S41F	S44F	S48M	S50F	S52F	S53F	S54F	S59M	S64M	S6M	S76F	S77F	S7M	S9M
LOC111099034	902.819	906.473	898.1959999999999	906.991	909.658	922.164	911.039	883.801	909.727	908.831	908.019	906.656	908.349	901.213	907.045	907.534	904.364	913.071	914.045	888.894	883.308	904.174	904.5327486855058	904.501	899.564	903.9109999999998
LOC111099035	880.1047979278668	879.4730000000001	871.196	880.1047979278668	882.658	880.1047979278668	884.039	880.1047979278668	880.1047979278668	881.831	881.019	879.685	880.1047979278668	880.1047979278668	880.1047979278668	880.534	877.364	880.1047979278668	887.045	880.1047979278668	880.1047979278668	877.174	881.946	877.501	880.1047979278668	880.1047979278668
LOC111099036	1586.82	1562.239162497983	1508.0195312996168	1590.99	1546.8972079736548	1606.16	1595.0399999999997	1567.8	1573.268176735589	1370.83	1592.02	1590.66	1592.3500000000001	1585.21	1591.04	1547.4770082693906	1588.36	1549.2006667234818	1598.04	1572.8899995792933	1347.391633586452	1588.17	1592.95	1366.5	1583.56	1587.91
LOC111099037	1058.82	1062.47	1054.2	1062.99	1065.66	1078.16	1067.04	1039.8	1065.73	1064.83	1064.02	1062.66	1064.35	1057.21	1063.04	1063.53	1060.36	1069.07	1070.04	1044.89	1039.31	1060.17	1064.95	1060.5	1055.56	1059.91
LOC111099039	851.819	855.473	847.1959999999999	853.6178112785007	858.658	871.1640000000001	860.039	832.801	858.727	857.852	857.0190000000001	855.685	857.371	850.213	856.045	856.534	853.364	862.091	863.045	837.894	832.34	853.174	857.946	853.6178112785007	848.564	852.911
LOC111099040	1907.725220317731	1950.4587966318231	1912.7835226344134	1898.3690156396174	1943.7710873785225	1940.1802139735614	1925.0127846487505	1933.6942791866204	1912.3372426857477	1910.69420100371	1924.89106592833	1878.711788049026	1889.679445970283	1910.9751891960918	1925.0908977002878	1897.197098306769	1957.7210186371447	1920.4760506551709	1901.1996643605264	1914.459832366487	1892.6730842710947	1940.0266302405964	1883.6053031701933	1874.0360035523258	1978.856723823029	1935.8248947242291
LOC111099041	1523.82	1527.47	1519.2	1527.99	1530.66	1543.16	1532.04	1526.4782354333472	1530.73	1529.83	1529.02	1527.66	1529.35	1522.21	1528.04	1526.4782354333472	1525.36	1534.07	1535.04	1509.89	1504.31	1525.17	1529.95	1525.5000000000002	1520.56	1524.91
LOC111099043	2768.82	2772.47	2764.2	2772.99	2775.66	2788.16	2777.04	2749.8	2775.73	2774.83	2774.02	2772.66	2774.35	2767.21	2773.04	2773.53	2770.36	2779.07	2780.04	2754.89	2749.31	2770.17	2774.95	2770.5	2765.56	2769.91
LOC111099044	578.819	582.473	574.216	583.012	585.677	598.164	587.039	559.835	585.746	584.888	584.061	582.685	584.371	577.294	583.045	583.548	580.42	589.107	590.045	564.894	559.391	580.174	584.983	580.501	575.564	579.974
LOC111099045	1660.0137934159252	1680.464222386229	1662.6606365923744	1663.3674840253836	1662.2417537986785	1677.0086494048885	1677.3235084833577	1644.2870630752725	1670.0188521235607	1669.8113292997969	1672.369594340218	1647.66	1649.35	1660.4970838784302	1664.5727605883108	1678.0341157299617	1678.36	1680.7283777088412	1678.7199780526216	1641.6618707532696	1651.2991071959182	1657.5798613779543	1671.1773068138236	1660.5622325024815	1658.4002008565944	1677.91
LOC111099046	1191.6581915312854	1254.8566439975968	1219.1999999999998	1227.99	1205.0815116916888	1276.16	1154.04	1163.5590749724781	1205.0815116916888	1205.0815116916888	1151.02	1205.0815116916888	1250.8554806948232	1333.5981186424906	1205.0815116916888	1150.53	1147.3599999999997	1205.0815116916888	1235.04	1205.0815116916888	1237.31	1245.561679250053	1151.95	1147.5	1200.3281971152408	1178.8492458343392
LOC111099047	1496.820006816966	1504.507814495983	1508.5811088748362	1502.1766716970028	1506.4379325560471	1534.16	1508.3093963301965	1495.287795668493	1509.544553183398	1517.4524174050084	1505.521892334685	1512.551493458263	1504.4322671560221	1513.21	1501.0404207253825	1504.543762011679	1501.868709732364	1523.9614754708953	1524.6948487439288	1498.7195540624734	1493.5612290323375	1516.17	1518.8460417910446	1516.5	1494.243849495648	1503.1672019988007
LOC111099048	443.819	447.473	439.21600000000007	444.88635713619703	450.677	463.164	452.055	424.886	450.76	449.9	449.077	444.88635713619703	449.371	442.3310000000001	448.045	448.548	445.433	454.107	444.88635713619703	429.907	424.474	445.174	444.88635713619703	445.513	440.564	444.974
LOC111099049	371.90954287025437	389.8029917605054	373.48382920715267	445.071	366.139279080492	377.4582095192899	449.055	358.44516527110255	447.76	392.7982824970876	446.077	408.9662246952604	445.1445796711762	408.22530481565906	358.95857658534385	445.548	414.19392883663596	313.136	370.69925976342097	384.6976869300678	334.71916592066043	366.368750204991	379.2842807313782	442.513	389.68771953267384	378.66173249543647
LOC111099050	1616.82	1620.47	1612.2	1620.99	1623.66	1636.16	1625.04	1597.8	1623.73	1622.83	1622.02	1620.6600000000003	1622.35	1615.21	1621.04	1621.53	1618.36	1627.07	1628.04	1602.8899999999999	1597.31	1618.17	1622.95	1618.5	1613.56	1617.91
LOC111099052	1589.82	1593.47	1585.2	1593.99	1596.66	1609.16	1598.04	1570.8	1596.73	1595.83	1595.02	1593.66	1591.5734264424507	1588.21	1594.04	1594.53	1591.36	1600.07	1601.0400000000002	1575.89	1570.3099999999997	1591.17	1595.95	1591.5	1586.56	1590.91
LOC111099053	851.819	855.473	847.196	855.991	858.658	871.1639999999999	860.039	832.801	858.727	857.852	857.019	855.685	857.371	850.213	856.045	856.5339999999999	853.364	862.0910000000001	863.045	837.894	832.34	853.174	857.9459999999999	853.501	848.564	852.911
LOC111099054	1328.82	1332.47	1324.2	1332.99	1335.66	1348.16	1337.04	1309.8	1335.73	1334.83	1334.02	1332.66	1334.35	1327.21	1333.04	1333.53	1330.36	1339.07	1340.04	1314.89	1309.31	1330.17	1334.95	1330.5	1325.56	1329.91
LOC111099055	3386.82	3390.47	3382.2	3390.99	3393.66	3406.16	3395.04	3367.8	3388.351696430792	3388.351696430792	3392.02	3390.66	3392.3500000000004	3385.21	3391.0399999999995	3391.5299999999997	3388.36	3397.07	3398.04	3372.89	3367.31	3388.17	3392.95	3388.5	3383.56	3387.91
LOC111099056	1742.8200000000002	1746.4700000000003	1738.1999999999998	1746.9900000000005	1749.66	1762.1599999999999	1751.0399999999997	1723.8	1749.7299999999998	1748.83	1748.02	1746.6599999999999	1748.35	1741.2100000000005	1747.0400000000002	1747.5300000000002	1744.3600000000001	1753.0699999999997	1754.0400000000002	1728.8900000000003	1723.31	1744.1700000000003	1748.9500000000003	1744.4999999999998	1739.5599999999997	1743.9099999999999
LOC111099057	290.849	294.473	292.58379751708253	292.58379751708253	297.745	310.181	299.162	272.359	292.58379751708253	292.58379751708253	296.185	294.724	296.413	289.51	295.084	295.666	292.591	301.143	302.149	277.34	272.291	292.58379751708253	297.059	292.642	287.663	292.001
LOC111099058	944.819	948.473	940.196	948.991	951.6580000000001	964.164	953.039	925.801	951.727	950.8310000000001	950.019	948.656	950.349	943.213	949.045	949.5340000000001	946.3639999999999	955.0709999999999	956.045	930.894	925.3080000000001	946.174	950.946	946.5010000000001	941.564	945.911
LOC111099059	926.8189999999998	930.4730000000001	922.196	930.9909999999999	928.505671115002	946.164	935.039	907.801	933.7269999999999	932.8310000000001	932.019	930.6559999999998	932.349	925.2130000000001	931.0450000000001	931.534	928.3639999999999	937.0710000000001	938.045	912.8940000000001	907.308	928.174	932.9460000000003	928.505671115002	923.5639999999999	927.9110000000001
LOC111099060	1326.0654885665067	1336.60234623635	1299.0537261000134	1306.1076725632133	1227.5714036470229	1375.0119409251301	1273.3279316344406	1301.760145667247	1271.593940284858	1243.6039631548292	1334.9313037544043	1216.1015825620198	1322.886679075966	1315.5414916463963	1269.9459745925076	1265.5722830536606	1223.7918869211892	1281.721318778226	1310.0204345241896	1341.8897406917872	1257.7993506470434	1343.5405915969766	1233.2773390506445	1343.0719169042627	1213.853437909956	1274.8964506348304
LOC111099061	902.819	906.473	898.196	906.9910000000001	909.658	922.164	911.039	883.8010000000002	909.7269999999999	908.831	908.019	906.6559999999998	908.349	901.213	907.0450000000001	907.534	904.364	913.071	914.045	888.894	883.3080000000001	904.174	908.9459999999999	904.501	899.564	903.9109999999998
LOC111099062	1304.82	1308.47	1300.2	1308.99	1311.66	1324.16	1313.04	1285.8	1311.73	1310.83	1310.02	1308.66	1310.35	1303.21	1309.04	1309.5299999999997	1306.3600000000001	1315.07	1316.04	1290.89	1285.31	1306.17	1310.95	1306.5	1301.56	1305.91
LOC111099063	1460.82	1464.47	1456.2000000000003	1464.99	1467.66	1480.16	1469.04	1441.8	1467.73	1466.83	1466.02	1464.66	1466.35	1459.21	1465.04	1465.53	1462.3599999999997	1471.07	1472.04	1446.89	1441.3100000000002	1462.17	1466.95	1462.5	1457.56	1461.91
LOC111099064	1004.8199999999999	1008.47	1000.2	1008.9900000000001	1011.66	1024.16	1013.04	985.801	1011.73	1010.83	1010.02	1008.66	1010.3499999999999	1003.21	1009.04	1009.5299999999999	1006.36	1015.0699999999999	1016.0399999999998	990.8940000000001	985.308	1006.17	1010.9500000000002	1006.4999999999999	1001.56	1005.9099999999999
LOC111099066	734.819	738.4730000000001	730.196	738.9910000000001	741.658	754.164	743.039	715.801	741.746	740.871	736.5714939018079	738.685	740.371	733.232	739.045	739.534	736.3850000000001	745.091	746.045	720.894	715.366	736.174	740.966	736.5010000000001	731.564	735.945
LOC111099067	2363.82	2367.47	2359.2	2367.99	2370.66	2383.16	2372.04	2344.8	2370.73	2369.83	2369.02	2367.66	2369.35	2362.21	2368.04	2368.53	2365.36	2374.07	2375.04	2349.89	2344.31	2365.17	2369.95	2365.5	2360.5600000000004	2364.91
LOC111099068	960.525086542148	828.1716307602773	1183.9710523884498	1005.5253025452128	1302.4188587690262	1304.4498898539503	1526.04	833.0613610916935	1524.7299999999998	1055.4694872838315	1523.02	1521.66	1458.4550744291573	1163.0443274032145	1402.6508753679734	1497.4249244154132	1519.36	1528.07	1356.5478906989908	987.5390285654772	748.7276090768833	1224.2917808253528	1262.239707225361	1519.5	1443.3345749897476	1225.728017548188
LOC111099069	1151.82	1155.47	1153.4349271134624	1155.99	1158.66	1171.16	1160.04	1132.8	1158.73	1157.83	1153.4349271134624	1153.4349271134624	1157.35	1150.21	1156.04	1153.4349271134624	1153.36	1162.07	1163.04	1137.89	1132.31	1153.17	1153.4349271134624	1153.5	1148.56	1152.91
LOC111099070	1478.8199999999997	1482.47	1474.2	1482.99	1485.66	1498.16	1487.04	1459.7999999999997	1485.73	1484.83	1484.0199999999998	1482.66	1484.35	1477.21	1483.04	1483.5300000000002	1480.36	1489.0700000000002	1490.04	1464.8900000000003	1459.31	1480.17	1484.95	1480.5	1475.56	1479.91
LOC111099071	707.819	711.473	703.196	711.991	714.658	727.164	716.0390000000001	688.801	714.746	713.871	713.019	711.685	713.371	706.232	712.045	712.534	709.385	718.091	719.045	693.894	688.391	709.1739999999999	713.966	709.501	704.564	708.945
LOC111099072	1454.82	1458.47	1450.2	1458.99	1461.66	1474.16	1463.04	1435.8	1461.73	1456.407787935441	1456.407787935441	1458.66	1460.35	1453.21	1459.04	1459.53	1456.36	1465.07	1466.04	1440.89	1435.31	1456.17	1460.95	1456.5	1451.56	1455.91
LOC111099073	1754.82	1758.47	1750.1999999999998	1758.9900000000002	1761.66	1774.1600000000003	1763.04	1735.8	1761.73	1760.83	1760.02	1758.66	1760.35	1753.21	1759.04	1759.53	1756.36	1765.07	1766.04	1740.8900000000003	1735.31	1756.17	1760.95	1756.5	1751.5599999999997	1755.91
LOC111099074	534.7279753084587	537.473	529.216	538.012	534.7279753084587	553.164	534.7279753084587	514.835	534.7279753084587	539.888	534.7279753084587	534.7279753084587	539.371	534.7279753084587	534.7279753084587	534.7279753084587	535.42	534.7279753084587	545.045	534.7279753084587	514.391	535.174	539.983	534.7279753084587	530.564	534.974
LOC111099076	811.7745328392537	814.7248315067536	823.196	831.991	798.658	824.4323557394004	836.039	794.5239626997231	809.841948109859	797.852	797.019	795.685	807.7270712896188	807.0246894221235	811.6079004453572	813.5413760108794	829.364	838.091	839.045	785.9621191133099	780.1098746058971	809.9412312018953	806.4546092639897	793.501	798.8195995494142	802.9173904650411
LOC111099077	1040.82	1044.47	1036.2	1044.99	1047.66	1060.16	1049.04	1021.8	1047.73	1046.83	1046.02	1044.66	1046.35	1039.21	1045.04	1045.53	1042.36	1051.07	1052.04	1026.89	1021.3100000000001	1042.17	1046.95	1042.5	1037.56	1041.91
LOC111099078	1463.9148822897848	1098.47	2122.2	1363.5908659328225	1101.66	1363.5908659328225	2135.04	1075.8	1363.5908659328225	1363.5908659328225	1613.1342340677754	1098.66	1363.5908659328225	1363.5908659328225	2034.1183747103908	1099.53	1363.5908659328225	1105.07	1363.5908659328225	2112.89	1075.31	1096.17	1100.95	1539.0940782495843	1363.5908659328225	1220.4662696052471
LOC111099079	2699.82	2703.47	2695.2	2703.99	2706.66	2719.16	2708.04	2680.8	2706.73	2705.83	2705.02	2703.66	2705.35	2698.21	2704.04	2704.53	2701.36	2710.07	2711.04	2685.89	2680.31	2701.17	2705.95	2701.5	2696.56	2700.91
LOC111099080	1310.82	1314.47	1306.2	1314.99	1317.66	1330.16	1319.04	1291.8	1317.73	1316.83	1316.02	1314.66	1316.35	1309.21	1315.04	1315.53	1312.36	1321.07	1322.04	1296.89	1291.31	1312.17	1316.95	1312.5	1307.56	1311.91
LOC111099081	644.0380864401978	663.473	579.3494611062791	584.7500744154066	588.867445409246	662.5912043491725	594.8079003258582	640.8009329607243	590.7538749100821	594.0758709180842	584.7803806615917	587.0807603562587	597.4495207754884	581.417047242773	652.455104989235	587.1699927541569	586.4040162938809	592.860256039753	593.9289600929476	617.473616529681	574.7160127299879	661.174	589.1057239047153	585.4637273582365	643.2774764494292	639.2894987423988
LOC111099082	932.8190000000001	936.473	928.196	936.991	939.658	952.164	941.039	913.8009999999999	939.727	938.8309999999999	938.019	936.656	938.3490000000002	931.213	937.045	937.534	934.364	943.071	944.045	918.894	913.308	934.174	938.946	934.501	929.564	933.911
LOC111099083	621.4730000000001	621.473	621.4730000000001	621.4730000000001	621.4730000000001	621.4730000000001	621.4730000000001	621.4730000000001	621.4730000000001	621.4730000000001	621.4730000000001	621.4730000000001	621.4730000000001	621.4730000000001	621.4730000000001	621.4730000000001	621.4730000000001	621.4730000000001	621.4730000000001	621.4730000000001	621.4730000000001	621.4730000000001	621.4730000000001	621.4730000000001	621.4730000000001	621.4730000000001
LOC111099084	350.819	402.4901190860047	346.312	355.116	400.1006998503513	454.164	359.083	332.048	400.1006998503513	356.91	356.112	400.1006998503513	356.382	400.1006998503513	439.0450000000001	439.54799999999994	436.433	400.1006998503513	446.095	420.919	415.474	436.174	441.006	436.5129999999999	431.564	435.974
LOC111099087	2874.8432229968275	2852.0766390503854	2800.190704081033	2808.99	2478.66	2915.5895642549303	2772.851920274125	2785.7999834402217	2478.73	2477.83	2810.0164243924946	2475.66	2477.35	2694.772282342881	2915.5707136445967	2809.53	2913.828478666651	2815.07	2708.7715510232206	2777.0908839353524	2628.2945877631487	2956.9042009679224	2672.2303203267816	2806.5	2934.825933695952	2920.760291111296
LOC111099088	3368.7450529735934	3476.86527780811	3440.103339755817	3353.9783688916727	3466.4481852473095	3457.3187644510417	3493.4344582576837	3437.8762662188396	3490.2343160905853	3494.83	3428.026938406484	3492.6599999999994	3424.535493677304	3455.8471329056406	3480.5410776325507	3459.845304518543	3472.741991995324	3478.72792927604	3467.8405043684493	3427.6491569880573	3469.31	3407.516034884218	3494.9500000000003	3490.5	3446.087351403661	3489.91
LOC111099090	1139.82	1143.47	1135.2	1143.99	1146.66	1159.16	1148.04	1120.8	1146.73	1145.83	1145.02	1143.66	1145.35	1138.21	1144.04	1144.53	1141.36	1150.07	1151.04	1125.89	1120.31	1141.17	1145.95	1141.5	1136.56	1140.91
LOC111099091	1076.82	1080.47	1072.2	1080.99	1083.66	1096.16	1085.04	1057.8	1083.73	1082.83	1082.02	1080.66	1082.35	1075.21	1081.04	1081.53	1078.36	1087.07	1088.04	1062.89	1057.31	1078.17	1082.95	1078.5	1073.56	1077.91
LOC111099092	1223.82	1227.47	1219.2	1227.99	1230.66	1243.16	1225.2450300562414	1204.8	1230.73	1225.2450300562414	1229.02	1225.2450300562414	1229.3499999999997	1222.21	1228.04	1225.2450300562414	1225.2450300562414	1234.07	1235.04	1209.89	1204.31	1225.17	1229.95	1225.5	1225.2450300562414	1225.2450300562414
LOC111099093	1055.82	1059.47	1051.2	1059.99	1062.66	1075.16	1064.04	1036.8	1062.73	1061.83	1061.02	1059.66	1061.35	1054.21	1060.04	1060.53	1057.36	1066.07	1067.04	1041.89	1036.31	1057.17	1061.95	1057.5	1052.56	1056.91
LOC111099095	1148.82	1152.47	1144.2	1152.99	1155.66	1168.16	1157.04	1129.8	1155.73	1154.83	1154.02	1152.66	1154.35	1147.21	1153.04	1153.53	1150.36	1159.07	1160.04	1134.89	1129.31	1150.17	1154.95	1150.5	1145.56	1149.91
LOC111099096	905.819	909.473	901.196	909.991	912.658	925.1640000000001	914.039	886.801	912.727	907.5374635453668	911.019	909.656	911.349	904.213	910.045	910.534	907.364	916.071	917.045	891.894	886.308	907.174	911.946	907.501	902.564	906.911
LOC111099097	1742.8200000000002	1746.47	1738.1999999999998	1746.99	1749.6600000000003	1762.16	1751.0399999999997	1723.8000000000002	1749.73	1748.8300000000002	1748.0200000000002	1746.6599999999999	1748.3500000000001	1741.2099999999998	1747.0400000000002	1747.5300000000002	1744.36	1753.07	1754.04	1728.89	1723.3099999999997	1744.17	1748.95	1744.5	1739.56	1743.91
LOC111099098	290.849	294.473	291.4993970722697	291.4993970722697	291.4993970722697	310.181	299.162	272.359	297.841	296.958	296.185	294.724	291.4993970722697	289.51	295.084	291.4993970722697	292.591	291.4993970722697	291.4993970722697	277.34	272.291	292.225	297.059	292.642	287.663	292.001
LOC111099099	1058.8199999956146	1062.47	1051.3223777461362	1060.0887647481431	981.658	1078.16	1067.04	1039.8	981.727	1064.83	1061.1246327505164	978.656	1050.3747974605126	1054.3153427290047	1063.04	979.534	1060.36	985.071	986.0449999999998	1011.4648913277449	1039.31	1060.1699999995972	980.946	976.501	1055.56	1059.9099954725305
LOC111099101	2766.5426242620456	2770.6081201367883	2709.17815583724	2655.7418449521006	2643.502279356158	2777.526386234483	2694.6104170784624	2747.633742738597	2634.346862726551	2682.2447478368786	2690.504871860861	2627.0786856408104	2747.121602786229	2698.8619492861085	2769.8086530376595	2748.861722891912	2659.8138988505402	2701.9561020536457	2732.300774560958	2754.89	2745.548811779758	2768.530221966687	2756.339840938926	2715.347281326148	2760.245562671532	2766.1728385638958
LOC111099102	1127.82	1131.47	1123.2	1131.99	1134.66	1147.16	1136.04	1108.8	1134.73	1133.83	1133.02	1131.66	1133.35	1126.21	1132.04	1132.53	1129.36	1138.07	1139.04	1113.89	1108.31	1129.17	1133.95	1129.5	1124.56	1128.91
LOC111099103	2270.8199998939285	2239.024900061636	2244.7070208936675	2206.7203886533384	2221.9896050494267	2279.5100341541984	2279.0392394102555	2222.3950968435906	2225.077002304659	2211.903121188965	2162.9152079884016	2202.391360169574	2228.350814360467	2269.2099964287795	2218.5629248573186	2275.529999893399	2201.0344972105245	2236.5136026210566	2273.5443434445738	2244.2816027914423	2251.31	2258.83621532585	2270.9309217241107	2270.8085429213543	2267.559980762228	2265.4365323021057
LOC111099104	2066.82	2070.47	2062.2	2070.99	2073.66	2086.16	2075.04	2047.8	2073.73	2072.83	2072.02	2070.66	2072.35	2065.21	2071.04	2071.53	2068.36	2077.07	2078.04	2052.89	2047.3099999999997	2068.17	2072.95	2068.5	2063.56	2067.91
LOC111099105	1382.82	1386.47	1378.2	1386.99	1389.66	1402.16	1391.04	1363.8	1389.73	1388.83	1388.02	1386.66	1388.35	1381.21	1387.04	1387.5299999999997	1384.36	1393.07	1394.04	1368.89	1363.31	1384.17	1388.95	1384.4999999999998	1379.56	1383.91
LOC111099106	1157.8382155802706	1175.851122386307	1153.219037999955	1162.0026504058187	1170.6599987721665	1207.1599967237655	1166.0679788197015	1165.7999800864009	1185.4631118493908	1163.85036968067	1163.0340945784665	1190.6200522435602	1169.35	1156.2243246473329	1167.8874427963874	1162.5491308680623	1159.381977385294	1177.9942581913574	1169.0593502354113	1143.9025465165225	1138.3295160100092	1187.2148101111022	1163.9587423396763	1165.4999999496235	1184.5567608251179	1187.218064168609
LOC111099107	902.819	906.473	898.196	906.9910000000001	909.658	922.164	911.039	883.8009999999999	909.727	904.5373266520862	908.019	906.656	908.349	901.213	907.045	907.534	904.364	913.0710000000001	914.045	888.894	883.308	904.174	908.946	904.501	899.564	903.911
LOC111099108	575.819	579.473	571.216	580.012	582.677	595.164	584.039	556.835	582.746	581.888	581.061	579.685	581.371	574.308	580.045	580.548	577.42	586.107	587.045	561.894	556.391	577.174	581.983	577.501	572.564	576.974
LOC111099109	323.819	327.473	319.353	328.147	330.718	343.181	332.119	305.185	330.805	329.926	329.112	327.724	329.38199999999995	322.416	328.059	328.631	325.532	334.115	335.133	310.101	304.896	325.202	330.044	325.59	320.638	324.988
LOC111099110	470.819	474.47299999999996	466.216	475.04300000000006	477.677	490.164	479.03900000000004	451.886	477.76	476.9	476.077	474.7010000000001	476.371	469.331	475.045	475.548	472.42	481.107	482.071	456.894	451.42500000000007	472.174	476.983	472.513	467.564	471.97400000000005
LOC111099111	425.819	429.47300000000007	421.243	430.071	432.677	445.164	434.07	406.88599999999997	432.77	431.9	431.077	429.701	431.382	424.342	430.045	430.54800000000006	427.433	436.107	437.095	411.919	406.489	427.1739999999999	432.00600000000003	427.513	422.5640000000001	426.97399999999993
LOC111099112	2777.8200000000006	2781.47	2773.2	2781.99	2784.66	2797.16	2786.04	2758.8	2784.73	2783.83	2783.02	2781.66	2783.35	2776.21	2782.04	2782.53	2779.36	2788.07	2789.04	2763.89	2758.31	2779.17	2783.95	2779.5	2774.56	2778.9100000000003
LOC111099115	1733.82	1737.47	1729.2	1737.99	1740.66	1753.16	1742.04	1714.8	1740.73	1739.83	1739.02	1737.66	1739.35	1732.21	1738.04	1738.53	1735.36	1744.07	1745.04	1719.89	1714.31	1735.17	1739.95	1735.5	1730.56	1734.91
LOC111099116	1013.82	1017.47	1009.2	1017.99	1013.5245776628396	1033.16	1013.5245776628396	994.801	1013.5245776628396	1013.5245776628396	1019.02	1017.6600000000001	1019.35	1013.5245776628396	1018.04	1013.5245776628396	1015.3599999999999	1013.5245776628396	1013.5245776628396	999.894	994.308	1015.17	1019.95	1013.5245776628396	1010.56	1014.91
LOC111099117	455.81899999999996	459.47300000000007	451.216	460.057	462.677	475.164	464.05499999999995	436.886	462.76	461.8999999999999	457.56668302888596	459.7010000000001	461.371	454.331	460.045	460.548	457.433	466.107	467.084	441.907	436.458	457.174	461.995	457.513	452.564	456.974
LOC111099118	866.819	870.473	862.196	870.991	873.658	886.164	875.039	847.801	873.727	872.8519999999999	872.019	870.685	872.3709999999999	865.213	871.045	871.534	868.364	877.091	878.045	852.894	847.34	868.174	872.946	868.501	863.5640000000001	867.911
LOC111099119	785.819	789.473	781.196	789.991	792.658	805.164	794.0390000000001	766.801	792.746	791.852	791.019	789.685	791.371	784.232	790.0449999999998	790.534	787.3640000000001	796.091	797.045	771.894	766.34	787.174	791.966	787.501	782.564	786.945
LOC111099120	434.819	438.473	430.23	439.071	441.677	454.164	443.055	415.88599999999997	441.77	440.9	440.077	438.701	440.382	433.342	439.04499999999996	439.548	436.433	445.107	446.095	420.9189999999999	415.474	436.174	441.00600000000003	436.513	431.564	435.974
LOC111099121	1706.820000308513	1710.4700016582958	1702.200000361024	1710.9900000994894	1713.6600001160516	1726.1600012786273	1715.040001099478	1687.8000018720045	1709.575934184436	1712.8300004212756	1712.02	1710.6600003208318	1739.005258958574	1705.2100001496622	1711.040000020159	1711.5300003500638	1708.3600005426083	1717.070000446409	1718.040000351224	1692.8900001067448	1687.3100004190253	1708.170000365929	1712.95	1708.4999999999998	1703.5600006866575	1707.9100007163997
LOC111099122	638.8190000208855	642.4730001639733	646.216	654.9362322493852	657.658	658.1640001598328	659.039	619.8010001241113	657.746	656.888	656.061	654.685	656.371	649.265	643.045	655.534	652.404	661.107	662.045	636.894	631.391	640.1740000262721	656.983	652.501	635.5640000506312	647.6847508664848
LOC111099123	2129.82	2133.47	2125.2	2133.99	2136.66	2149.16	2138.04	2110.8	2136.73	2135.83	2135.02	2133.66	2135.35	2128.21	2134.04	2134.53	2131.36	2140.07	2141.04	2115.89	2110.31	2131.17	2135.95	2131.5	2126.56	2130.91
LOC111099124	677.819	681.473	673.196	681.991	684.658	697.164	686.039	658.801	684.746	683.871	683.061	681.685	683.371	676.2480000000002	682.045	682.534	679.385	688.107	689.045	663.894	658.391	679.174	683.983	679.501	674.564	678.974
